title,asin,actors,binding,brand,directors,ean,edition,formatted_price,genre,isbn,label,manufacturer,price_and_currency,product_group,product_type_name,publication_date,publisher,region,release_date,running_time,sales_rank,studio,upc
Remember Me,B002ZG98RS,"[Robert Pattinson, Emilie de Ravin, Pierce Brosnan, Chris Cooper, Ruby Jerins]",DVD,Summit Entertainment,[Allen Coulter],0025192067464,,$3.49,,,Summit Entertainment,Summit Entertainment,"(7.97, USD)",DVD,ABIS_DVD,2014-02-18,Summit Entertainment,US,2010-06-22,113,15051,Summit Entertainment,025192067464
A Good Year (Full-Screen Edition),B000LXHK22,"[Russell Crowe, Abbie Cornish, Albert Finney, Marion Cotillard, Freddie Highmore]",DVD,TCFHE,[Ridley Scott],0024543407133,,$4.25,,,20th Century Fox,20th Century Fox,"(4.89, USD)",DVD,ABIS_DVD,,20th Century Fox,US,2007-02-27,117,38406,20th Century Fox,024543407133
Dark Victory [VHS],6301965728,"[Bette Davis, George Brent, Humphrey Bogart, Geraldine Fitzgerald, Ronald Reagan]",VHS Tape,,[Edmund Goulding],9786301965729,VHS video,$0.50,,6301965728,Warner Home Video,Warner Home Video,"(1.95, USD)",Video,ABIS_VIDEO,2000-03-31,Warner Home Video,US,1990-03-13,105,323120,Warner Home Video,027616131232
South Park - The Complete Second Season,B00008O32J,"[Trey Parker, Matt Stone, Isaac Hayes, Mona Marshall, April Stewart]",DVD,warner studios,"[Trey Parker, Eric Stough]",9780790776019,,$8.94,,0790776014,Warner Home Video,Warner Home Video,"(19.99, USD)",DVD,ABIS_DVD,,Warner Home Video,US,2003-06-03,404,90942,Warner Home Video,085393783426
Neon Genesis Evangelion: Genesis 0:2 [VHS],6304198841,"[Megumi Ogata, Megumi Hayashibara, Kotono Mitsuishi, Spike Spencer, Allison Keith]",VHS Tape,,"[Hiroyuki Ishidô, Kazuya Tsurumaki, Keiichi Sugiyama, Masahiko Ôtsuka, Masayuki]",9786304198841,VHS video,$70.96,,6304198841,Section 23,Section 23,"(70.96, USD)",Video,ABIS_VIDEO,1997-07-31,Section 23,US,1998-11-11,24,260593,Section 23,702727017933
Leviathan,0792839684,"[Peter Weller, Richard Crenna, Amanda Pays, Daniel Stern, Ernie Hudson]",DVD,TWENTIETH CENTURY FOX HOME ENT,[George P. Cosmatos],9780792839682,DVD Video,$18.00,,0792839684,MGM (Video & DVD),MGM (Video & DVD),"(26.99, USD)",DVD,ABIS_DVD,1998-08-31,MGM (Video & DVD),US,1998-09-29,98,89931,MGM (Video & DVD),027616704429
Bugsy,0767818059,"[Joe Mantegna, Warren Beatty, Ben Kingsley, Annette Bening, Harvey Keitel]",DVD,Unknown,[Barry Levinson],9780767818056,DVD Video,$2.85,,0767818059,Sony Pictures Home Entertainment,Sony Pictures Home Entertainment,"(7.76, USD)",DVD,ABIS_DVD,1999-02-28,Sony Pictures Home Entertainment,US,2004-03-23,136,75754,Sony Pictures Home Entertainment,043396706798
Jackass - The Movie (Widescreen Special Edition),B00008972B,"[Johnny Knoxville, Bam Margera, Chris Pontius, Steve-O]",DVD,Paramount,[Jeff Tremaine],0097363416449,Collector's Edition,$1.79,,,Paramount,Paramount,"(1.79, USD)",DVD,ABIS_DVD,,Paramount,US,2003-03-25,84,149466,Paramount,097363416449
Hei tai yang 731,B0000A2ZQH,"[Jianxin Chen, Hsu Gou, Linjie Hao, Haizhe Jin, Tie Long Jin]",DVD,,[Tun Fei Mou],0639518608127,,,,,C.A.V. Distribution,C.A.V. Distribution,"(None, None)",DVD,ABIS_DVD,,C.A.V. Distribution,US,,105,929340,C.A.V. Distribution,639518608127
Tru Calling: Season 1,B0002XVKMM,"[Eliza Dushku, Shawn Reaves, Zach Galifianakis, A.J. Cook, Matthew Bomer]",DVD,Tru,[],0024543147053,,$23.99,,,20th Century Fox,20th Century Fox,"(38.43, USD)",DVD,ABIS_DVD,2008-07-01,20th Century Fox,US,2004-11-30,880,42831,20th Century Fox,024543147053
The Seventh Sign,0767817737,"[Demi Moore, Jürgen Prochnow, Michael Biehn]",DVD,Sony,[],9780767817738,DVD Video,$12.99,,0767817737,Sony Pictures Home Entertainment,Sony Pictures Home Entertainment,"(20.94, USD)",DVD,ABIS_DVD,1998-10-29,Sony Pictures Home Entertainment,US,2004-07-15,97,67200,Sony Pictures Home Entertainment,043396700796
Don Juan DeMarco,0780621611,"[Marlon Brando, Johnny Depp, Faye Dunaway, Geraldine Pailhas, Rachel Ticotin]",DVD,NEW Line Home Video,[Jeremy Leven],9780780621619,DVD Video,$3.30,ACTION/ADVENTURE,0780621611,New Line,New Line,"(9.99, USD)",DVD,ABIS_DVD,2010-09-28,New Line,US,2004-02-03,92,14683,New Line,794043463624
The Seeker,B000XUUQRE,"[Alexander Ludwig, Ian McShane, Christopher Eccleston, Frances Conroy, James Cosmo]",DVD,TWENTIETH CENTURY FOX HOME ENT,[David L. Cunningham],0024543492177,O-ring,$2.35,Kids & Family,,20th Century Fox,20th Century Fox,"(5.99, USD)",DVD,ABIS_DVD,2014-09-23,20th Century Fox,US,2008-03-18,99,31131,20th Century Fox,024543492238
Josie and the Pussycats,B00005MEVO,"[Rachael Leigh Cook, Tara Reid, Rosario Dawson, Alan Cumming, Parker Posey]",DVD,Universal,"[Deborah Kaplan, Harry Elfont]",9780783259505,Special,$3.71,,0783259506,Universal Studios Home Entertainment,Universal Studios Home Entertainment,"(7.99, USD)",DVD,ABIS_DVD,2015-09-01,Universal Studios Home Entertainment,US,2001-08-14,99,15992,Universal Studios Home Entertainment,025192137723
Vanishing Point [VHS],B000005QH3,"[Barry Newman, Cleavon Little, Dean Jagger, Victoria Medlin, Paul Koslo]",VHS Tape,,[Richard C. Sarafian],0086162102837,,$29.50,,,Fox Home Entertainme,Fox Home Entertainme,"(29.5, USD)",Video,ABIS_VIDEO,,Fox Home Entertainme,US,1999-01-19,99,208130,Fox Home Entertainme,086162102837
Internal Affairs,6305310335,"[Richard Gere, Andy Garcia, Laurie Metcalf, Nancy Travis, Richard Bradford]",DVD,"GERE,RICHARD",[Mike Figgis],9780792154594,,$4.99,Drama,6305310335,Paramount,Paramount,"(9.9, USD)",DVD,ABIS_DVD,2005-08-23,Paramount,US,1999-03-09,115,103881,Paramount,097363224570
Pandora's Box (The Criterion Collection),B000HT3QBO,"[Louise Brooks, Fritz Kortner, Francis Lederer, Carl Goetz, Krafft-Raschig]",DVD,Image Entertainment,[Georg Wilhelm Pabst],0715515020626,The Criterion Collection,$299.86,Musicals,,The Criterion Collection,The Criterion Collection,"(299.86, USD)",DVD,ABIS_DVD,2006-11-28,The Criterion Collection,US,2006-11-28,133,69573,The Criterion Collection,715515020626
Alpha Dog,B00005JPK3,[],Theatrical Release,,[],,,,,,,,"(None, None)",DVD,ABIS_DVD,,,US,,,,,
Noises Off... [VHS],6302598524,"[Michael Caine, Carol Burnett, Denholm Elliott, Julie Hagerty, Marilu Henner]",VHS Tape,,[Peter Bogdanovich],9786302598520,VHS video,$6.99,,6302598524,Touchstone / Disney,Touchstone / Disney,"(7.48, USD)",Video,ABIS_VIDEO,1992-11-30,Touchstone / Disney,US,1994-04-21,101,233488,Touchstone / Disney,717951359032
The Lion King 1 1/2 [VHS],B0000E32WB,"[Nathan Lane, Ernie Sabella, Julie Kavner, Jerry Stiller, Matthew Broderick]",VHS Tape,,[Bradley Raymond],9780788847349,,$13.28,,0788847341,Walt Disney Home Entertainment,Walt Disney Home Entertainment,"(17.3, USD)",Video,ABIS_VIDEO,,Walt Disney Home Entertainment,US,2004-02-10,77,105612,Walt Disney Home Entertainment,786936222159
Sleepaway Camp II - Unhappy Campers [VHS],6301148126,"[Pamela Springsteen, Renée Estevez, Tony Higgins, Valerie Hartman, Brian Patrick Clarke]",VHS Tape,,[Michael A. Simpson],9786301148122,,$132.10,,6301148126,Nelson Entertainment,Nelson Entertainment,"(132.1, USD)",Video,ABIS_VIDEO,,Nelson Entertainment,US,1990-09-27,,263578,Nelson Entertainment,042995773330
The Boogens [VHS],0782008062,"[Rebecca Balding, Fred McCarren, Anne-Marie Martin, Jeff Harlan, John Crawford]",VHS Tape,,[James L. Conway],9780782008067,,$4.49,,0782008062,Lions Gate,Lions Gate,"(4.49, USD)",Video,ABIS_VIDEO,,Lions Gate,US,1998-07-14,95,262369,Lions Gate,017153808636
Best Little Whorehouse in Texas [VHS],6300182908,"[Burt Reynolds, Dolly Parton, Dom DeLuise, Charles Durning, Jim Nabors]",VHS Tape,MCA Universal,[Colin Higgins],9786300182905,VHS video,$1.99,,6300182908,Universal Studios,Universal Studios,"(5.78, USD)",Video,ABIS_VIDEO,1986-10-31,Universal Studios,US,1992-03-01,114,196770,Universal Studios,047897701436
Elizabeth I,B000FO0AHO,"[Helen Mirren, Jeremy Irons, Patrick Malahide, Toby Jones, Hugh Dancy]",DVD,Warner Manufacturing,[Tom Hooper (II)],0026359333521,,$12.00,,,Hbo Home Video,Hbo Home Video,"(12, USD)",DVD,ABIS_DVD,,Hbo Home Video,US,2006-08-22,211,85854,Hbo Home Video,026359333521
Margot At The Wedding,B0011NVC8Y,"[Nicole Kidman, Jack Black]",DVD,Paramount,[],0097363479741,,$1.49,Kids & Family,,Paramount,Paramount,"(8.74, USD)",DVD,ABIS_DVD,2008-02-01,Paramount,US,2008-02-19,91,45377,Paramount,097363479741
Venom,B000C8STW6,"[Agnes Bruckner, Jonathan Jackson, Meagan Good, Bijou Phillips, Laura Ramsey]",DVD,Buena Vista Home Video,[Jim Gillespie],0786936693638,,$34.92,Mystery & Thrillers,,Dimension,Dimension,"(34.92, USD)",DVD,ABIS_DVD,,Dimension,US,2006-01-17,87,88215,Dimension,786936693638
Star Trek Voyager - The Complete Fourth Season,B0002JP4GE,"[Kate Mulgrew, Jeri Ryan]",DVD,Paramount,[],0097360508048,,$31.83,,,Paramount,Paramount,"(35.83, USD)",DVD,ABIS_DVD,2008-02-05,Paramount,US,2004-09-28,1193,22998,Paramount,097360508048
Shattered Glass,B0001907AI,"[Hayden Christensen, Chloë Sevigny, Steve Zahn, Peter Sarsgaard, Rosario Dawson]",DVD,LION'S GATE ENTERTAINMENT,[Billy Ray],9781594351570,,$3.97,Drama,1594351570,Lions Gate Films,Lions Gate Films,"(7.99, USD)",DVD,ABIS_DVD,2013-03-05,Lions Gate Films,US,2004-03-23,94,26277,Lions Gate Films,031398117049
Innocent Blood [VHS],6302658292,"[Anne Parillaud, Anthony LaPaglia, Robert Loggia, David Proval, Rocco Sisto]",VHS Tape,,[John Landis],9786305665700,,$9.03,,6302658292,Warner Bros. Pictures,Warner Bros. Pictures,"(9.03, USD)",Video,ABIS_VIDEO,,Warner Bros. Pictures,US,1995-08-22,112,334777,Warner Bros. Pictures,085391257035
"You, Me and Dupree",B00005JP0L,"[Kate Hudson, Owen Wilson, Matt Dillon, Michael Douglas, Seth Rogen]",DVD,,"[Anthony Russo, Joe Russo]",,,,,,,,"(None, None)",DVD,ABIS_DVD,,,US,,110,572802,,
Sugar & Spice,B00005J761,"[Marla Sokoloff, Marley Shelton, Melissa George, Mena Suvari, Rachel Blanchard]",DVD,,[Francine McDougall],9780780635470,,$15.19,,0780635477,New Line Cinema,New Line Cinema,"(15.19, USD)",DVD,ABIS_DVD,,New Line Cinema,US,2001-07-17,81,94539,New Line Cinema,794043529825
All the Boys Love Mandy Lane [Region 2],B001563HYO,"[Amber Heard, Anson Mount, Whitney Able, Michael Welch, Edwin Hodge]",DVD,,[Jonathan Levine],5055201801548,,$4.90,Romance,,StudioCanal,StudioCanal,"(4.9, USD)",DVD,ABIS_DVD,,StudioCanal,US,,86,269666,StudioCanal,
Judgment Night [VHS],6304375239,"[Emilio Estevez, Cuba Gooding Jr., Denis Leary, Stephen Dorff, Jeremy Piven]",VHS Tape,,[Stephen Hopkins],9786304375235,,$2.97,,6304375239,"Gaiam Americas, Inc","Gaiam Americas, Inc","(2.97, USD)",Video,ABIS_VIDEO,,"Gaiam Americas, Inc",US,1997-01-15,110,574043,"Gaiam Americas, Inc",018713045683
Baraka [VHS],630349255X,[],VHS Tape,,[Ron Fricke],9781562788278,,$6.95,,630349255X,Mpi Home Video,Mpi Home Video,"(6.95, USD)",Video,ABIS_VIDEO,,Mpi Home Video,US,1995-06-13,96,365186,Mpi Home Video,030306706030
The Thaw [Blu-ray],B002I41KLE,"[Val Kilmer, Kyle Schmid, Aaron Ashmore, Martha MacIsaac, Anne Marie De Luise]",Blu-ray,LGF,[Mark A. Lewis],0031398114826,,$4.49,,,Lions Gate,Lions Gate,"(9.98, USD)",DVD,ABIS_DVD,2012-03-06,Lions Gate,US,2009-10-06,94,103980,Lions Gate,031398114826
Criss Cross [VHS],0783213115,"[Burt Lancaster, Yvonne De Carlo, Dan Duryea, Stephen McNally, Esy Morales]",VHS Tape,,[Robert Siodmak],9780783213118,,$6.91,,0783213115,Universal Studios Ho,Universal Studios Ho,"(6.94, USD)",Video,ABIS_VIDEO,,Universal Studios Ho,US,1999-11-09,88,304118,Universal Studios Ho,096898067836
View from the Top,B00005JLZ2,"[Gwyneth Paltrow, Christina Applegate, Kelly Preston, Mark Ruffalo, Candice Bergen]",DVD,Buena Vista Home Video,[Bruno Barreto],0786936224719,,$5.73,,,Miramax Films,Miramax Films,"(9.79, USD)",DVD,ABIS_DVD,2003-09-01,Miramax Films,US,2003-09-09,87,137685,Miramax Films,786936224719
The Englishman Who Went Up a Hill [VHS],6303855466,"[Hugh Grant, Tara Fitzgerald, Colm Meaney, Ian McNeice, Ian Hart]",VHS Tape,,[Christopher Monger],9786303855462,,$3.46,,6303855466,Walt Disney Video,Walt Disney Video,"(3.59, USD)",Video,ABIS_VIDEO,,Walt Disney Video,US,1996-11-12,99,349385,Walt Disney Video,786936525830
"The Man with No Name Trilogy (A Fistful of Dollars, For A Few Dollars More, The Good, the Bad, and the Ugly)",0792842502,"[Clint Eastwood, Eli Wallach, Lee Van Cleef, Gian Maria Volontè, Aldo Giuffrè]",DVD,"EASTWOOD,CLINT",[Sergio Leone],9780792842507,DVD Video,$33.72,Westerns,0792842502,MGM (Video & DVD),MGM (Video & DVD),"(33.72, USD)",DVD,ABIS_DVD,1999-08-31,MGM (Video & DVD),US,2006-01-31,392,38516,MGM (Video & DVD),027616785923
Captains Courageous [VHS],6301965957,"[Spencer Tracy, Freddie Bartholomew, Lionel Barrymore, Melvyn Douglas, Charley Grapewin]",VHS Tape,,[Victor Fleming],9786301965958,VHS video,$3.76,,6301965957,MGM (Warner),MGM (Warner),"(3.95, USD)",Video,ABIS_VIDEO,2000-06-30,MGM (Warner),US,1993-03-29,117,181624,MGM (Warner),027616005830
Something Wild [VHS],6303490972,"[Jeff Daniels, Melanie Griffith, George 'Red' Schwartz, Leib Lensky, Tracey Walter]",VHS Tape,,[Jonathan Demme],9786303490977,VHS video,$4.00,,6303490972,Good Times Video,Good Times Video,"(5.99, USD)",Video,ABIS_VIDEO,2001-01-31,Good Times Video,US,2001-05-15,114,309967,Good Times Video,018713040596
Heaven Can Wait [VHS],6300213676,"[Warren Beatty, James Mason, Julie Christie, Jack Warden, Charles Grodin]",VHS Tape,,"[Warren Beatty, Buck Henry]",9786300213678,,$2.00,,0792106245,Paramount Home Video,Paramount Home Video,"(5.99, USD)",Video,ABIS_DVD,,Paramount Home Video,US,1998-06-02,101,253107,Paramount Home Video,097360110937
Deuce Bigalow: European Gigolo,B000BBOUCC,"[Til Schweiger, Eddie Griffin, Rob Schneider]",DVD,Sony,[Mike Bigalow],9781404973572,,$4.79,,1404973575,Sony Pictures Home Entertainment,Sony Pictures Home Entertainment,"(14.37, USD)",DVD,ABIS_DVD,,Sony Pictures Home Entertainment,US,2005-11-29,83,65074,Sony Pictures Home Entertainment,004339610107
Brewster's Millions [VHS],6304108869,"[Richard Pryor, John Candy, Lonette McKee, Stephen Collins, Jerry Orbach]",VHS Tape,,[Walter Hill],9786304108864,VHS video,$2.99,,6304108869,"Gaiam Americas, Inc","Gaiam Americas, Inc","(5.99, USD)",Video,ABIS_VIDEO,1997-04-29,"Gaiam Americas, Inc",US,1996-05-16,102,310467,"Gaiam Americas, Inc",018713043658
Mad Men: Season 6,B00BUUAV08,"[Jon Hamm, Elisabeth Moss]",DVD,Lions Gate,[],0031398171904,,$9.99,,,Lionsgate,Lionsgate,"(9.99, USD)",DVD,ABIS_DVD,2015-02-17,Lionsgate,US,2013-11-05,611,10210,Lionsgate,031398171904
Lost Boys: The Thirst,B003W5TO7K,"[Corey Feldman, Jamison Newlander, Corey Haim]",DVD,Warner Brothers,[Dario Piana],0883929126743,Standard Edition,$5.95,,,WarnerBrothers,WarnerBrothers,"(11.99, USD)",DVD,ABIS_DVD,,WarnerBrothers,US,2010-10-12,,24710,WarnerBrothers,883929126743
The Abominable Dr. Phibes [VHS],0792843886,"[Vincent Price, Joseph Cotten, Virginia North, Terry-Thomas, Sean Bury]",VHS Tape,,[Robert Fuest],9780792843887,VHS video,$2.89,,0792843886,Fox Home Entertainme,Fox Home Entertainme,"(6.49, USD)",Video,ABIS_VIDEO,2000-02-29,Fox Home Entertainme,US,2001-07-17,89,327591,Fox Home Entertainme,027616804730
Britney Spears - Greatest Hits - My Prerogative,B00064AM62,[],DVD,Sbme/Jive,[],0828766544398,,$5.75,,,Sony Legacy,Sony Legacy,"(11.89, USD)",DVD,ABIS_DVD,2005-08-23,Sony Legacy,US,2004-11-09,72,49665,Sony Legacy,828766544398
Home Alone 4 - Tv Mow,B0000A02WB,"[French Stewart, Erick Avari, Barbara Babcock, Jason Beghe, Clare Carey]",DVD,FOX Home Entertainment,[Rod Daniel],0024543087069,,$10.34,,,20th Century Fox,20th Century Fox,"(14.47, USD)",DVD,ABIS_DVD,,20th Century Fox,US,2013-10-08,89,15208,20th Century Fox,024543087069
Dracula's Daughter [VHS],6302526175,"[Otto Kruger, Gloria Holden, Marguerite Churchill, Edward Van Sloan, Gilbert Emery]",VHS Tape,,[Lambert Hillyer],9786302526172,,$17.95,,1558800530,Universal Studios Ho,Universal Studios Ho,"(29.2, USD)",Video,ABIS_VIDEO,,Universal Studios Ho,US,2001-08-28,71,65089,Universal Studios Ho,096898061032
Thunderbolt and Lightfoot,0792845838,"[Clint Eastwood, Jeff Bridges, George Kennedy, Geoffrey Lewis, Catherine Bach]",DVD,TWENTIETH CENTURY FOX HOME ENT,[Michael Cimino],9780792845836,DVD Video,$24.49,Mystery & Thrillers,0792845838,MGM (Video & DVD),MGM (Video & DVD),"(34.29, USD)",DVD,ABIS_DVD,2000-05-31,MGM (Video & DVD),US,2000-06-13,115,69883,MGM (Video & DVD),027616810229
Nomad: The Warrior,B000P6R9OE,"[Kuno Becker, Jason Scott Lee, Jay Hernandez, Zhansaya Saparkhanova, Doskhan Zholzhaksynov]",DVD,WELLSPRING/GENIUS,"[Ivan Passer, Sergei Bodrov]",0796019803199,,$1.99,Action & Adventure,,Weinstein Company,Weinstein Company,"(5.99, USD)",DVD,ABIS_DVD,2014-04-15,Weinstein Company,US,2007-07-24,112,70521,Weinstein Company,796019803199
"Follow Me, Boys!",B0000DZ3EG,"[Fred MacMurray, Vera Miles, Lillian Gish, Charles Ruggles, Kurt Russell]",DVD,Buena Vista Home Video,[Norman Tokar],0786936233681,,$4.18,,,Walt Disney Home Entertainment,Walt Disney Home Entertainment,"(5.99, USD)",DVD,ABIS_DVD,2012-03-11,Walt Disney Home Entertainment,US,2004-02-03,133,4181,Walt Disney Home Entertainment,786936233681
Lost & Delirious,B00005QW5T,"[Piper Perabo, Jessica Paré, Mischa Barton, Jackie Burroughs, Mimi Kuzyk]",DVD,Lions Gate Home Ent.,[Léa Pool],9781589711075,,$4.69,,1589711076,Lions Gate,Lions Gate,"(9.93, USD)",DVD,ABIS_DVD,2003-12-09,Lions Gate,US,2004-02-19,103,33333,Lions Gate,658149790124
So I Married an Axe Murderer [VHS],0800126130,"[Mike Myers, Nancy Travis, Anthony LaPaglia, Amanda Plummer, Brenda Fricker]",VHS Tape,,[Thomas Schlamme],9780800126131,VHS video,$1.50,,0800126130,Sony Pictures,Sony Pictures,"(5.77, USD)",Video,ABIS_VIDEO,1994-02-28,Sony Pictures,US,1997-09-29,93,262252,Sony Pictures,043396524231
Alias - The Complete Fifth Season,B000H5V8D6,"[Jennifer Garner, Ron Rifkin]",DVD,Buena Vista Home Video,[],0786936700763,,$20.89,Action & Adventure,,Buena Vista Home Entertainment / Touchstone,Buena Vista Home Entertainment / Touchstone,"(20.89, USD)",DVD,ABIS_DVD,,Buena Vista Home Entertainment / Touchstone,US,2006-11-21,724,57910,Buena Vista Home Entertainment / Touchstone,786936700763
Jason and the Argonauts,B00004U28P,"[Derek Jacobi, Olivia Williams, Angus Macfadyen, Dennis Hopper, Jolene Blalock]",DVD,Jason,[Nick Willing],9781574928266,,$22.54,Romance,1574928260,Artisan,Artisan,"(22.54, USD)",DVD,ABIS_DVD,,Artisan,US,2000-08-15,179,71347,Artisan,707729106388
Lady and The Tramp II - Scamp's Adventure [VHS],B0000524CZ,"[Scott Wolf, Alyssa Milano, Chazz Palminteri, Jeff Bennett, Jodi Benson]",VHS Tape,Disney,"[Darrell Rooney, Jeannine Roussel]",9780788825217,,$1.94,,0788825216,Walt Disney Home Video,Walt Disney Home Video,"(12, USD)",Video,ABIS_VIDEO,,Walt Disney Home Video,US,2001-02-27,70,41493,Walt Disney Home Video,786936140446
Guarding Tess,076780676X,"[Nicolas Cage, Austin Pendleton, Edward Albert, Richard Griffiths, Shirley MacLaine]",DVD,"MACLAINE,SHIRLEY",[Hugh Wilson],9780767806763,DVD Video,$5.00,Comedy,076780676X,Sony Pictures Home Entertainment,Sony Pictures Home Entertainment,"(17.96, USD)",DVD,ABIS_DVD,2005-09-27,Sony Pictures Home Entertainment,US,1998-04-07,95,15003,Sony Pictures Home Entertainment,043396787094
Solitary Man,B003Q6D21Y,"[Michael Douglas, Susan Sarandon, Danny Devito, Jenna Fischer, Mary-Louise Parker]",DVD,Anchor Bay,[David Levien Brian Koppelman],0013132154893,O-ring,$1.29,,,Anchor Bay,Anchor Bay,"(7.36, USD)",DVD,ABIS_DVD,2012-01-24,Anchor Bay,US,2010-09-07,90,69365,Anchor Bay,013132154893
Returner,B00011V8JA,"[Takeshi Keneshiro, Anne Suzuki, Goro Kishitana]",DVD,Sony,[Takashi Yamazaki],0043396008175,,$2.34,Mystery & Thrillers,,Sony Pictures Home Entertainment,Sony Pictures Home Entertainment,"(9.95, USD)",DVD,ABIS_DVD,2004-02-01,Sony Pictures Home Entertainment,US,2004-02-10,117,31942,Sony Pictures Home Entertainment,043396008175
Sound of My Voice [Blu-ray],B007L6VQWW,"[Christopher Denham, Nicole Vicius]",Blu-ray,20TH CENTURY FOX HOME ENTMNT,[Zal Batmanglij],0024543791300,No enhanced packaging,$28.74,,,Fox Searchlight,Fox Searchlight,"(28.79, USD)",DVD,ABIS_DVD,2014-04-01,Fox Searchlight,US,2012-10-02,86,122752,Fox Searchlight,024543791300
Nights of Cabiria [VHS],6305372594,"[Giulietta Masina, François Périer, Franca Marzi, Dorian Gray, Aldo Silvani]",VHS Tape,,[Federico Fellini],9786305372592,Special Edition,$11.00,,0780022289,Homevision,Homevision,"(11, USD)",Video,ABIS_VIDEO,,Homevision,US,2000-06-20,110,313192,Homevision,037429139233
The Man with Two Brains,6305308802,"[Steve Martin, Kathleen Turner, David Warner, Paul Benedict, Richard Brestoff]",DVD,Warner Manufacturing,[Carl Reiner],9786305308805,,$1.40,,079073995X,Warner Home Video,Warner Home Video,"(9.7, USD)",DVD,ABIS_DVD,,Warner Home Video,US,1999-03-30,93,121758,Warner Home Video,085391637523
Battle For Terra [Blu-ray],B002FVPFU2,"[David Cross, James Garner, Danny Glover, Mark Hamill, Ron Perlman]",Blu-ray,LGF,[Aristomenis Tsirbas],0031398113508,,$6.74,,,Lions Gate,Lions Gate,"(7.19, USD)",DVD,ABIS_DVD,2012-10-09,Lions Gate,US,2009-09-22,84,37611,Lions Gate,031398113508
Cleopatra [Blu-ray],B001AQO3SS,"[Elizabeth Taylor, Richard Burton, Rex Harrison]",Blu-ray,TCFHE,[Joseph L. Mankiewicz],0024543774594,50th Anniversary Edition,$9.03,,,Fox/MGM,Fox/MGM,"(13.71, USD)",DVD,ABIS_DVD,2014-12-02,Fox/MGM,US,2013-05-28,251,9634,Fox/MGM,024543774594
